rank,symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,rs_score,vcp_score,volume_score,entry_score,group_score,entry_status,market_state,market_multiplier,minervini_score,grade
148,GNA.NS,2026-07-07,469.75,443.6083348592122,396.4750332302517,398.02918395996096,382.9945408121745,365.0174684143066,449.51170537280484,289.7233688082436,482.0,True,True,True,True,True,True,True,True,False,45.41785614213356,noise,27.72455878924267,False,False,False,False,,Auto Components,Auto Components & Equipments,89.51418951418951,True,True,2016.67,13.14,279745.0,0.6516,55.5,50.0,56.2,0.0,65.9090909090909,extended,unknown,1.0,47.5,C
149,RBLBANK.NS,2026-07-07,375.1000061035156,368.65416208902997,356.9986114501953,350.87700134277344,322.39300048828125,317.3302507019043,367.2383253527668,242.36866167193014,381.70001220703125,True,True,True,True,True,True,True,True,False,49.000238327123014,green,125.76252305235842,False,False,False,False,,Banks,Private Sector Bank,90.62049062049063,True,True,58086.41,202.23,5391469.0,0.3482,48.1,50.0,56.2,28.6,47.72727272727273,actionable,unknown,1.0,47.2,C
150,KODYTECH.NS,2026-07-06,1119.8499755859375,1086.5083312988281,962.6097208658854,906.8879992675782,856.9956665039062,813.2342501831055,1083.1838315846128,556.0499877929688,1160.0,True,True,True,True,True,True,True,True,False,47.96194909287972,red,183.12272435210966,False,True,False,False,,IT - Software,Computers - Software & Consulting,90.18759018759019,True,True,4525.38,2.79,7856.0,0.0616,57.1,50.0,47.5,0.0,72.72727272727273,extended,unknown,1.0,47.2,C
151,CUBEINVIT.NS,2026-07-07,152.75,149.85416666666666,148.65896606445312,147.4979461669922,139.51603993733724,136.23401611328126,150.7392952703525,116.23689270019531,152.75,True,True,True,True,True,True,True,True,False,29.896367715381444,ppv,602.9684601113172,False,False,True,False,BSE,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",83.30928330928332,True,True,,,,,41.1,50.0,67.5,50.0,22.727272727272727,actionable,unknown,1.0,47.2,C
152,NESTLEIND.NS,2026-07-07,1471.800048828125,1423.308329264323,1412.9249979654949,1427.3739965820312,1321.9020442708334,1298.9258020019531,1439.7299562149465,1078.874971449518,1498.0999755859375,True,True,True,True,True,True,True,True,False,24.432108206625447,noise,94.15814964788284,False,False,False,False,,Food Products,Packaged Foods,80.71188071188071,True,True,283809.31,313.6,2130693.0,0.1105,35.0,50.0,30.3,87.2,43.18181818181818,actionable,unknown,1.0,46.9,C
153,RML.NS,2026-07-07,1226.0,1142.2791849772136,1000.7527838812935,964.84400390625,834.7210013834635,831.6917514038086,1163.5607752463316,608.5,1276.0,True,True,True,True,True,True,True,True,False,36.56912796067267,noise,25.08979018461216,False,True,False,False,,Auto Components,Auto Components & Equipments,86.62818662818663,True,True,3388.31,10.74,87562.0,0.3168,48.8,50.0,60.8,0.0,65.9090909090909,extended,unknown,1.0,46.7,C
154,BANDHANBNK.NS,2026-07-07,205.10000610351562,205.03916549682617,204.19749959309897,203.21380004882812,173.23806671142577,169.9747001647949,205.0419438638487,134.25,218.1300048828125,True,True,True,True,True,True,True,True,False,12.528483873098484,noise,70.7463982445696,False,False,False,False,,Banks,Private Sector Bank,73.16017316017316,True,True,33043.21,242.59,11828110.0,0.7342,7.4,50.0,87.8,50.0,47.72727272727273,watch — approaching pivot,unknown,1.0,46.6,C
155,ABB.NS,2026-07-07,6978.0,7027.375,6979.361111111111,6942.878193359375,6148.31853515625,5899.8819506835935,7003.8271864127555,4618.610322519749,7790.636939142663,True,True,True,True,True,True,True,False,False,19.55954462618692,noise,60.047426753023544,False,False,False,False,,Electrical Equipment,Heavy Electrical Equipment,77.97017797017797,True,True,147869.66,293.42,420499.0,0.1984,18.6,50.0,56.2,50.0,70.45454545454545,watch — approaching pivot,unknown,1.0,46.5,C
156,ALIVUS.NS,2026-07-07,1144.699951171875,1129.7583312988281,1075.6138899061416,1075.7340026855468,981.9676684570312,968.2557507324219,1133.0696728551602,819.0,1192.0,True,True,True,True,True,True,True,True,False,13.770643140708616,noise,32.49538666783521,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,74.17027417027417,True,True,14049.98,11.85,103526.0,0.0843,19.7,50.0,53.8,63.1,56.81818181818182,actionable,unknown,1.0,46.2,C
157,KANORICHEM.NS,2026-07-07,130.17999267578125,131.17666816711426,108.53055614895291,104.48620071411133,82.60280026753743,81.6992502784729,130.07995816268604,56.0,140.3000030517578,True,True,True,True,True,True,True,True,False,39.90326534795532,noise,56.43503865745514,False,False,False,False,,Industrial Manufacturing,Industrial Products,87.92688792688793,True,True,568.8,0.5,38702.0,0.0886,41.8,50.0,56.2,0.0,79.54545454545455,extended,unknown,1.0,46.1,C
158,JINDALSAW.NS,2026-07-07,261.54998779296875,259.9991645812988,246.51149707370334,241.95275329589845,202.05664672851563,197.83617156982422,259.7102664062024,151.60325107352764,269.9100036621094,True,True,True,True,True,True,True,True,False,13.27283987852319,noise,52.54130153252812,False,False,False,False,,Industrial Products,Iron & Steel Products,73.54497354497354,True,True,16676.98,69.76,2667247.0,0.4183,8.3,50.0,90.2,51.8,34.090909090909086,actionable,unknown,1.0,45.5,C
159,AUBANK.NS,2026-07-07,1066.9000244140625,1047.4083353678386,1008.7833353678385,1009.6930029296875,983.7610005696614,946.0795010375977,1049.5666921981488,682.1500244140625,1090.4000244140625,True,True,True,True,True,True,True,True,False,31.57798070390243,noise,59.24118836239054,False,True,False,False,,Banks,Other Bank,84.4155844155844,True,True,79842.4,223.95,2099116.0,0.2805,33.6,50.0,44.7,56.9,47.72727272727273,actionable,unknown,1.0,45.5,C
160,APCOTEXIND.NS,2026-07-07,507.8999938964844,517.7041702270508,511.0552512274848,494.1998516845703,407.1841375732422,399.52718978881836,515.2307982996551,307.1774227167927,579.0,True,True,True,True,True,True,True,False,False,30.827148937401194,noise,31.356276456712013,False,False,False,False,,Industrial Products,Rubber,83.83838383838383,True,True,2633.21,6.2,122133.0,0.2356,32.3,50.0,25.0,97.1,34.090909090909086,actionable,unknown,1.0,45.3,C
161,WELINV.NS,2026-07-07,1800.0,1762.1666768391926,1801.0083380805122,1753.7540063476563,1452.96,1371.867498474121,1771.7923353411977,865.0,1978.699951171875,True,True,True,True,True,True,True,True,False,42.540380931280055,noise,23.239456045016965,False,False,False,False,,Finance,Investment Company,88.60028860028861,True,True,659.98,0.23,1260.0,0.0344,43.4,50.0,32.9,50.0,52.27272727272727,watch — approaching pivot,unknown,1.0,45.3,C
162,POLYCAB.NS,2026-07-07,9401.0,9693.291666666666,9571.937228732639,9321.22755859375,8112.174228515625,7966.5613696289065,9624.931995650248,6573.808492085471,10126.0,True,True,True,True,True,True,True,False,False,38.75293755275775,noise,49.387538111747695,False,False,False,False,,Industrial Products,Cables - Electricals,87.59018759018758,True,True,141558.76,364.98,388239.0,0.2578,41.0,50.0,48.8,50.0,34.090909090909086,watch — approaching pivot,unknown,1.0,45.1,C
163,IFCI.NS,2026-07-07,74.45999908447266,77.46916643778484,75.03027788798015,71.25539993286132,60.66233327229818,59.36209991455078,76.75311369384448,46.22999954223633,95.80000305175781,True,True,True,True,True,True,True,False,False,17.89106913293248,noise,20.523972006485355,False,False,False,False,,Finance,Financial Institution,77.05627705627705,True,True,20061.86,427.16,57367665.0,2.1292,16.5,50.0,90.2,16.8,52.27272727272727,actionable,unknown,1.0,45.0,C
164,GMRAIRPORT.NS,2026-07-07,114.9800033569336,110.7133337656657,104.10083346896701,102.24160034179687,99.13553298950195,97.87944965362549,111.67739533504154,84.11000061035156,115.63999938964844,True,True,True,True,True,True,True,True,False,29.964961874587146,ppv,109.59847941051002,False,False,True,False,,Transport Infrastructure,Airport & Airport services,83.40548340548341,True,True,121407.11,229.04,19919609.0,0.1887,41.3,50.0,91.2,0.0,22.727272727272727,extended,unknown,1.0,44.5,C
165,HALEOSLABS.NS,2026-07-07,1612.300048828125,1494.8916829427083,1493.0027770996094,1511.06400390625,1361.904668782552,1321.5324377441407,1547.563311598526,1065.664488149827,1774.0,True,True,True,True,True,True,True,True,True,33.525284907161335,noise,34.14744277178865,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,85.56998556998558,True,True,487.44,0.36,2259.0,0.0747,36.3,50.0,34.5,50.0,56.81818181818182,watch — approaching pivot,unknown,1.0,44.5,C
166,VISHNU.NS,2026-07-07,607.6500244140625,613.9708506266276,604.1930643717448,600.1330065917969,547.1143361409505,533.1925016784668,612.5257372834303,443.70001220703125,652.0,True,True,True,True,True,True,True,False,False,15.782799428699889,noise,50.18641291832866,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,75.66137566137566,True,True,4090.41,8.0,131694.0,0.1956,13.2,50.0,40.8,100.0,36.36363636363637,actionable,unknown,1.0,44.4,C
167,PROV.NS,2026-07-06,1624.0,1550.8333333333333,1553.8597242567275,1499.9390014648438,1322.5353336588541,1277.5127502441405,1560.502704049668,815.0999755859375,1679.949951171875,True,True,True,True,True,True,True,True,False,49.43639291465378,green,259.56284153005464,False,False,False,False,,Food Products,Other Food Products,90.66859066859067,True,True,375.69,0.07,605.0,0.0176,48.2,50.0,29.0,50.0,43.18181818181818,watch — approaching pivot,unknown,1.0,44.3,C
168,CONFIPET.NS,2026-07-07,70.37000274658203,72.70750045776367,69.92083326975505,66.39300003051758,47.178933436075845,46.00196195602417,72.86030515895837,28.059999465942383,80.56999969482422,True,True,True,True,True,True,True,False,False,23.893547480414835,noise,50.050790142324054,False,False,False,False,,Gas,LPG/CNG/PNG/LNG Supplier,80.32708032708032,True,True,2337.98,28.56,4058261.0,1.2215,24.1,50.0,58.8,77.0,15.909090909090908,actionable,unknown,1.0,44.2,C
169,SMSPHARMA.NS,2026-07-07,423.5,397.6333312988281,384.9736116197374,390.9440002441406,365.38700032552083,344.5754927825928,406.52504655114353,207.70523539173377,447.79998779296875,True,True,True,True,True,True,True,True,False,77.81159316763122,noise,69.5163905620231,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,95.04569504569504,True,True,3966.16,17.01,401715.0,0.4289,58.4,50.0,42.7,0.0,56.81818181818182,extended,unknown,1.0,44.2,C
170,EQUITASBNK.NS,2026-07-07,79.23999786376953,76.55083338419597,73.89833386739095,72.61820037841797,66.22560010274252,64.46245008468628,76.98449206627299,50.0,80.13999938964844,True,True,True,True,True,True,True,True,False,16.08554846749879,ppv,161.0338974947758,False,False,True,False,,Banks,Other Bank,75.85377585377586,True,True,9064.23,32.77,4135285.0,0.3615,23.7,50.0,91.2,2.7,47.72727272727273,actionable,unknown,1.0,44.2,C
171,AMBIKCO.NS,2026-07-07,1747.4000244140625,1726.2833353678386,1659.3944329155815,1632.7279931640626,1409.9866666666667,1401.8526770019532,1725.4275392223717,1101.0,1816.300048828125,True,True,True,True,True,True,True,True,False,13.341082230019508,noise,91.1014795814142,False,False,False,False,,Textiles & Apparels,Other Textile Products,73.64117364117364,True,True,1000.39,2.96,16916.0,0.2955,18.5,50.0,64.2,64.5,29.545454545454547,actionable,unknown,1.0,44.1,C
172,IRISDOREME.NS,2026-07-07,45.02000045776367,41.58833312988281,38.32055558098687,37.72400009155273,34.78093329111735,34.27119997024536,42.28599868119601,26.350000381469727,45.5,True,True,True,True,True,True,True,True,False,32.645852325802124,ppv,187.07118744440626,False,False,True,False,,Textiles & Apparels,Garments & Apparels,84.94468494468495,True,True,768.39,1.85,410553.0,0.2405,44.9,50.0,79.8,0.0,29.545454545454547,extended,unknown,1.0,44.1,C
173,ABSLAMC.NS,2026-07-07,1158.199951171875,1167.9749857584636,1097.4138844807942,1082.5499975585938,939.3013350423178,902.1810009765625,1161.1387169008483,708.0,1224.9000244140625,True,True,True,True,True,True,True,False,False,45.604550584368766,noise,29.989514346741075,False,True,False,False,,Capital Markets,Asset Management Company,89.56228956228956,True,True,33495.55,52.19,450636.0,0.1558,45.6,50.0,56.2,14.3,45.45454545454545,actionable,unknown,1.0,44.1,C
174,HSCL.NS,2026-07-07,643.5499877929688,665.3958333333334,646.8374650743273,636.2176965332031,524.5087363688151,507.923671875,666.6269402865162,417.9330556788151,718.0,True,True,True,True,True,True,True,False,False,27.937856983991026,red,186.53483014896779,False,False,False,False,,Chemicals & Petrochemicals,Carbon Black,82.49158249158249,True,True,32469.77,762.61,11850086.0,2.3487,29.1,50.0,56.2,50.2,36.36363636363637,actionable,unknown,1.0,44.0,C
175,SURYODAY.NS,2026-07-07,176.77000427246094,176.36166508992514,170.45222091674805,168.72439880371093,146.01333287556966,145.23114959716796,177.61849973587323,115.41000366210938,190.77999877929688,True,True,True,True,True,True,True,False,False,26.07516996501067,red,102.12206956208807,False,False,False,False,,Banks,Other Bank,81.67388167388168,True,True,1878.89,9.59,542700.0,0.5106,27.2,50.0,56.2,42.3,47.72727272727273,actionable,unknown,1.0,44.0,C
176,MACPOWER.NS,2026-07-07,1401.5999755859375,1291.366678873698,1121.6013929578994,1134.5160034179687,1011.5350008138021,973.4200003051758,1325.4087547013412,761.0,1470.0,True,True,True,True,True,True,True,True,False,44.30718197978061,noise,39.283827297106,False,True,False,False,,Industrial Manufacturing,Industrial Products,89.08128908128909,True,True,1402.18,6.5,46409.0,0.4639,54.5,50.0,29.8,0.0,79.54545454545455,extended,unknown,1.0,44.0,C
177,AKUMS.NS,2026-07-07,649.8499755859375,621.6430409749349,576.6466437445747,565.7834765625,496.5801774088542,484.99165710449216,624.7042517474101,407.37371334346585,659.0,True,True,True,True,True,True,True,True,False,13.354654697176649,ppv,266.84767380337166,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,73.68927368927369,True,True,9949.34,18.14,279127.0,0.1823,18.6,50.0,91.2,0.0,56.81818181818182,extended,unknown,1.0,43.9,C
178,PARAS.NS,2026-07-07,1294.5,1292.3625081380208,1071.022228664822,996.2470031738281,782.7853365071614,765.3597521972656,1286.6920596978907,580.5,1443.0,True,True,True,True,True,True,True,True,False,52.62690400535117,noise,57.25338730497506,False,False,False,False,,Aerospace & Defense,Aerospace & Defense,91.24579124579124,True,True,10432.03,451.42,3487177.0,4.3272,49.6,50.0,53.8,0.0,54.54545454545454,extended,unknown,1.0,43.8,C
179,ELGIEQUIP.NS,2026-07-07,589.0,601.4458211263021,592.8194410536024,578.9139965820312,518.6116664632161,511.3822497558594,595.9710665387518,408.25,633.8499755859375,True,True,True,True,True,True,True,False,False,10.008379863749406,noise,47.855094553979875,False,False,False,False,,Industrial Products,"Compressors, Pumps & Diesel Engines",71.42857142857143,True,True,18567.72,32.1,545048.0,0.1729,3.3,50.0,51.6,100.0,34.090909090909086,actionable,unknown,1.0,43.8,C
180,AETHER.NS,2026-07-07,1330.0,1327.4749857584636,1189.749993218316,1186.2619970703124,1060.2010042317709,989.8780038452148,1324.9796640365896,726.4500122070312,1406.699951171875,True,True,True,True,True,True,True,True,False,76.18227010024512,red,118.70583005184423,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,94.8051948051948,True,True,17650.77,49.1,369199.0,0.2782,57.9,50.0,56.2,0.0,36.36363636363637,extended,unknown,1.0,43.7,C
181,JNKINDIA.NS,2026-07-07,488.45001220703125,487.7625020345052,444.46666547987195,420.19779907226564,303.6155331420898,299.65741493225096,488.4887384328267,200.9199981689453,534.0,True,True,True,True,True,True,True,False,False,44.140359333033615,red,192.73153677923318,False,False,False,False,,Industrial Manufacturing,Industrial Products,88.88888888888889,True,True,2733.07,58.34,1194491.0,2.1348,44.1,50.0,40.3,0.0,79.54545454545455,extended,unknown,1.0,43.5,C
182,WELCORP.NS,2026-07-07,1541.0,1470.1150207519531,1398.211669921875,1368.419365234375,1013.9073994954427,979.2190670776367,1485.1446927843847,707.6502693631002,1566.0,True,True,True,True,True,True,True,True,False,68.50483942423192,noise,82.15077384616461,False,True,False,False,,Industrial Products,Iron & Steel Products,94.08369408369408,True,True,40636.78,157.99,1025257.0,0.3888,56.2,50.0,58.8,0.0,34.090909090909086,extended,unknown,1.0,43.4,C
183,RPEL.NS,2026-07-07,1306.199951171875,1225.3666483561199,1111.2284783257378,1012.6786730957032,859.7293135579428,844.8464553833007,1246.1124562307746,560.8282002900473,1312.699951171875,True,True,True,True,True,True,True,True,False,84.57607439628143,noise,47.16650136029051,False,True,True,False,,Industrial Products,Electrodes & Refractories,95.43049543049543,True,True,5998.32,20.49,156852.0,0.3416,69.3,50.0,41.9,0.0,34.090909090909086,extended,unknown,1.0,43.3,C
184,NYKAA.NS,2026-07-07,315.20001220703125,307.59583282470703,283.2763858371311,279.2003985595703,263.3114660644531,261.1559494018555,307.6581348688438,197.6199951171875,319.79998779296875,True,True,True,True,True,True,True,True,False,55.80051209072943,green,109.31138394598455,False,True,True,False,,Retailing,E-Retail/ E-Commerce,92.01539201539202,True,True,90267.74,202.8,6434042.0,0.2247,61.4,50.0,29.6,0.0,63.63636363636363,extended,unknown,1.0,43.3,C
185,KRISHNADEF.NS,2026-07-07,1282.800048828125,1273.9833374023438,1214.0333353678386,1187.0680029296875,1012.4153336588541,960.3855004882812,1264.6823692425507,665.0,1400.0,True,True,True,True,True,True,True,True,False,45.23312701270754,noise,54.27774937926365,False,True,False,False,,Aerospace & Defense,Aerospace & Defense,89.41798941798942,True,True,1915.66,22.33,174065.0,1.1656,45.3,50.0,56.2,0.0,54.54545454545454,extended,unknown,1.0,43.2,C
186,NRBBEARING.NS,2026-07-07,433.0,429.34166717529297,406.4638909233941,380.0293719482422,302.53672587076824,294.917427444458,428.08217743004167,211.10343900049978,467.6000061035156,True,True,True,True,True,True,True,True,False,52.137646050775864,noise,45.187115525980815,False,False,False,False,,Auto Components,Auto Components & Equipments,91.1976911976912,True,True,4196.75,43.97,1015445.0,1.0477,49.5,50.0,42.3,0.0,65.9090909090909,extended,unknown,1.0,43.2,C
187,INDOTECH.NS,2026-07-07,3049.10009765625,3036.2249959309897,2725.4166598849824,2706.93599609375,1902.6113305664062,1860.0664971923827,3052.24019961878,1100.0,3300.0,True,True,True,True,True,True,True,False,False,55.502857085226466,dry,14.978591744311496,False,True,False,False,,Electrical Equipment,Heavy Electrical Equipment,91.96729196729197,True,True,3238.14,22.53,73905.0,0.6959,51.3,50.0,36.2,0.0,70.45454545454545,extended,unknown,1.0,43.1,C
188,UCL.NS,2026-07-06,194.0,184.8749974568685,164.82360967000326,155.49599884033202,95.04033299763998,82.38449991226196,188.38558831293997,38.0,201.9499969482422,True,True,True,True,True,True,True,True,False,294.30893697492183,dry,0.0,False,False,False,False,,Chemicals & Petrochemicals,Dyes And Pigments,99.61519961519961,True,True,67.03,0.15,24937.0,0.2219,79.1,50.0,25.0,0.0,36.36363636363637,extended,unknown,1.0,42.7,C
189,SHILPAMED.NS,2026-07-07,599.7999877929688,584.25,542.2402767605251,512.8089990234375,393.65799947102863,388.3642497253418,587.6381943973729,259.5,615.0,True,True,True,True,True,True,True,True,False,34.89678678695167,noise,31.422045857074465,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,86.19528619528619,True,True,11731.0,64.73,1079174.0,0.5518,37.8,50.0,60.8,0.0,56.81818181818182,extended,unknown,1.0,42.6,C
190,INDUSINDBK.NS,2026-07-07,1022.25,943.2205352783203,923.1749979654948,920.45173828125,888.8069356282552,862.1534741210937,962.7817774937982,709.4508644993872,1038.0,True,True,True,True,True,True,True,True,False,18.72747393386398,ppv,273.97725853461003,False,False,True,False,,Banks,Private Sector Bank,77.39297739297739,True,True,79646.85,231.72,2266761.0,0.2909,17.3,50.0,90.0,4.4,47.72727272727273,actionable,unknown,1.0,42.6,C
191,GAEL.NS,2026-07-07,161.32000732421875,162.03666814168295,159.75611199273004,159.9626007080078,143.5347334798177,134.4246000289917,162.18600407148995,101.19999694824219,177.9199981689453,True,True,True,True,True,True,True,False,False,45.28732409850485,noise,66.79920492086198,False,False,False,False,,Agricultural Food & other Products,Other Agricultural Products,89.46608946608947,True,True,7399.28,15.16,939477.0,0.2048,45.4,50.0,27.2,50.0,38.63636363636363,watch — approaching pivot,unknown,1.0,42.6,C
192,EFFWA.NS,2026-07-06,377.79998779296875,373.35833231608075,319.6472210354275,301.9999990844727,244.87766591389973,240.15849937438963,373.55712870977345,165.0,399.95001220703125,True,True,True,True,True,True,True,True,False,53.858677702127686,noise,50.4426600782376,False,False,False,False,,Other Utilities,Waste Management,91.67869167869168,True,True,506.92,0.71,32506.0,0.1404,50.6,50.0,40.9,0.0,61.36363636363637,extended,unknown,1.0,42.5,C
193,KIRLPNU.NS,2026-07-07,1762.9000244140625,1905.2294311523438,1724.9491238064236,1667.9633520507812,1295.582596435547,1258.9356246948241,1853.1204522519306,982.5701626913294,2187.0783808234205,True,True,True,True,True,True,True,False,False,22.491605549548545,noise,76.19461020758368,False,False,False,False,,Industrial Products,"Compressors, Pumps & Diesel Engines",79.6055796055796,True,True,11452.36,43.31,245702.0,0.3782,22.4,50.0,59.1,49.1,34.090909090909086,actionable,unknown,1.0,42.4,C
194,STAR.NS,2026-07-07,1128.199951171875,1108.0416564941406,1099.0638817681206,1101.8709973144532,974.0523307291667,948.3059979248047,1111.3334767560941,768.6500244140625,1231.0,True,True,True,True,True,True,True,True,False,28.23752892197846,noise,29.82438585781259,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,82.63588263588264,True,True,10398.93,31.99,283524.0,0.3076,29.5,50.0,32.4,50.0,56.81818181818182,watch — approaching pivot,unknown,1.0,42.4,C
195,ASTERDM.NS,2026-07-07,789.1500244140625,779.5416666666666,769.4055565728081,759.2259985351562,670.3714672851562,670.2341122436524,784.4322189649067,516.8361420654307,836.5,True,True,True,True,True,True,True,True,False,22.13332139340478,noise,34.08399134279518,False,False,False,False,,Healthcare Services,Hospital,79.36507936507937,True,True,40794.27,65.85,834493.0,0.1614,21.9,50.0,36.9,72.9,40.909090909090914,actionable,unknown,1.0,42.4,C
196,PRIVISCL.NS,2026-07-07,3639.300048828125,3636.116658528646,3413.7111070421006,3382.92400390625,3087.923338216146,3017.630006103516,3631.2434486372927,2173.199951171875,3760.0,True,True,True,True,True,True,True,True,False,53.75006394832644,noise,92.29810861820488,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,91.63059163059162,True,True,14216.09,37.75,103725.0,0.2655,60.5,50.0,35.5,13.9,36.36363636363637,actionable,unknown,1.0,42.3,C
197,GRCL.NS,2026-07-06,595.0499877929688,571.0208384195963,543.6486138237847,530.0410028076171,427.73466735839844,417.31625091552735,573.6929969973279,306.6499938964844,617.0,True,True,True,True,True,True,True,True,False,46.20392820466061,dry,0.0,False,False,False,False,,Industrial Products,Rubber,89.8027898027898,True,True,212.28,0.12,3183.0,0.0555,56.2,50.0,35.4,24.0,34.090909090909086,actionable,unknown,1.0,42.3,C
198,SCPL.NS,2026-07-07,499.6499938964844,505.6708297729492,470.11944071451825,456.7829968261719,355.6641328938802,325.868949508667,513.8239560510456,190.02999877929688,594.8499755859375,True,True,True,True,True,True,True,False,False,60.68498931713058,red,663.6242286637126,False,False,False,False,,Food Products,Dairy Products,92.92929292929293,True,True,524.63,1.27,25506.0,0.2429,53.5,50.0,47.7,0.0,43.18181818181818,extended,unknown,1.0,41.9,C
199,AJANTPHARM.NS,2026-07-07,3314.5,3292.2999674479165,3131.516642252604,3102.4359765625,2905.6933284505208,2794.999366455078,3300.5762802090194,2304.0552404050886,3506.89990234375,True,True,True,True,True,True,True,True,False,31.49511394467752,noise,47.77460607476337,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,84.31938431938431,True,True,41409.91,43.2,130334.0,0.1043,33.4,50.0,31.6,41.7,56.81818181818182,actionable,unknown,1.0,41.9,C
200,GHCLTEXTIL.NS,2026-07-07,110.72000122070312,99.43999926249187,95.9665207333035,94.0131559753418,81.80495381673177,80.70703300476075,102.68167589639368,64.84792129679248,113.0,True,True,True,True,True,True,True,True,False,17.63971745635493,ppv,147.1344563550428,False,False,True,False,,Textiles & Apparels,Other Textile Products,76.91197691197691,True,True,1058.33,6.38,576376.0,0.603,26.1,50.0,91.2,0.0,29.545454545454547,extended,unknown,1.0,41.7,C
201,RAJRATAN.NS,2026-07-07,479.3999938964844,450.12916564941406,436.49861314561633,434.932001953125,434.1716668701172,422.36900024414064,455.4776060141607,305.54998779296875,540.0,True,True,True,True,True,True,True,True,False,11.762863204889928,ppv,283.9171354128619,False,False,False,False,,Auto Components,Auto Components & Equipments,72.43867243867244,True,True,2433.96,3.85,80282.0,0.1581,5.7,50.0,88.8,0.0,65.9090909090909,extended,unknown,1.0,41.6,C
202,TIRUPATIFL.NS,2026-07-07,70.22000122070312,58.91333325703939,49.316111140780976,47.51780006408691,41.003199882507325,40.28464991569519,62.851697368541714,30.110000610351562,74.9000015258789,True,True,True,True,True,True,True,True,False,54.22798836672305,red,171.721872288778,False,False,False,False,,Industrial Products,Castings & Forgings,91.72679172679172,True,True,832.27,4.63,659766.0,0.5567,50.7,50.0,56.2,0.0,34.090909090909086,extended,unknown,1.0,41.5,C
203,ARVIND.NS,2026-07-07,539.0999755859375,550.0291544596354,511.5374942355686,487.16099548339844,391.0356652832031,373.4494989013672,548.918184394737,274.79998779296875,600.0,True,True,True,True,True,True,True,False,False,56.4141502819093,noise,47.434479474455706,False,False,False,False,,Textiles & Apparels,Garments & Apparels,92.20779220779221,True,True,14130.6,55.17,1023311.0,0.3904,51.8,50.0,53.8,4.9,29.545454545454547,actionable,unknown,1.0,41.4,C
204,CCL.NS,2026-07-07,1192.199951171875,1173.4916483561199,1125.9833306206597,1128.4660009765626,1048.8783341471353,1014.8322055053711,1176.7535338747437,813.3032507787244,1236.199951171875,True,True,True,True,True,True,True,True,False,35.87100124727509,red,103.37623796763096,False,False,False,False,,Agricultural Food & other Products,Tea & Coffee,86.38768638768639,True,True,15895.25,48.99,410888.0,0.3082,48.2,50.0,53.8,0.0,38.63636363636363,extended,unknown,1.0,41.1,C
205,ABCAPITAL.NS,2026-07-07,405.3999938964844,394.3208312988281,369.9472206963433,365.21699951171877,349.44699951171873,340.4147496032715,395.32691286900615,243.0,410.70001220703125,True,True,True,True,True,True,True,True,False,48.716061929411694,noise,93.47596335603782,False,True,False,False,,Finance,Investment Company,90.42809042809043,True,True,110844.72,179.7,4432742.0,0.1621,47.7,50.0,43.4,0.0,52.27272727272727,extended,unknown,1.0,40.9,C
206,INDUSINVIT.NS,2026-07-07,128.27999877929688,126.46583302815755,125.30916680230035,125.37607604980468,119.44422337849934,116.92459350585938,126.97159428358351,96.10342713315138,130.10655070519468,True,True,True,True,True,True,True,True,False,31.426886179480128,noise,26.817209422559834,False,True,False,False,BSE,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",84.27128427128427,True,True,,,,,43.3,50.0,32.5,50.0,22.727272727272727,actionable,unknown,1.0,40.7,C
207,LUPIN.NS,2026-07-07,2490.199951171875,2402.9666951497397,2318.7222290039062,2317.4819970703124,2249.0606608072917,2182.679498901367,2423.4925245264535,1836.800048828125,2517.0,True,True,True,True,True,True,True,True,False,28.181291568777844,noise,62.64009520733866,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,82.58778258778258,True,True,113860.04,269.64,1082806.0,0.2368,39.4,50.0,38.2,14.1,56.81818181818182,actionable,unknown,1.0,40.6,C
